accessionNumber,filingDate,form,fileNumber,filmNumber,items,size,isXBRL,isInlineXBRL,primaryDocument,primaryDocDescription,Ticker,CIK
0001127602-20-022930,2020-08-05,4,,,,48350,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT,AMZN,0001018724
0001127602-20-022905,2020-08-05,4,,,,55568,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT,AMZN,0001018724
0001127602-20-022891,2020-08-05,4,,,,54811,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT,AMZN,0001018724
0001127602-20-022887,2020-08-05,4,,,,55579,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT,AMZN,0001018724
0001127602-20-022872,2020-08-05,4,,,,5138,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT,AMZN,0001018724
0000899243-20-018375,2020-07-02,4,,,,31463,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION,AMZN,0001018724
0000899243-20-018371,2020-07-02,4,,,,54675,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION,AMZN,0001018724
0000899243-20-018367,2020-07-02,4,,,,4678,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION,AMZN,0001018724
0000899243-20-014321,2020-05-27,4,,,,16633,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION,AMZN,0001018724
0000899243-20-014027,2020-05-22,4,,,,13223,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION,AMZN,0001018724
0000899243-20-013603,2020-05-19,4,,,,31883,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION,AMZN,0001018724
0001127602-20-017253,2020-05-19,4,,,,13440,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT,AMZN,0001018724
0001127602-20-017245,2020-05-19,4,,,,19249,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT,AMZN,0001018724
0001127602-20-017229,2020-05-19,4,,,,14130,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT,AMZN,0001018724
0001127602-20-017210,2020-05-19,4,,,,4507,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT,AMZN,0001018724
0001127602-20-017204,2020-05-19,4,,,,9560,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT,AMZN,0001018724
0001127602-20-017198,2020-05-19,4,,,,7379,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT,AMZN,0001018724
0001127602-20-015946,2020-05-08,4,,,,5946,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT,AMZN,0001018724
0001127602-20-015940,2020-05-08,4,,,,4508,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT,AMZN,0001018724
0001127602-20-015670,2020-05-06,4,,,,5137,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT,AMZN,0001018724
0001127602-20-015668,2020-05-06,4,,,,4306,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT,AMZN,0001018724
0001127602-20-014076,2020-04-17,4,,,,6408,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT,AMZN,0001018724
0000899243-20-010405,2020-04-07,4,,,,4680,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION,AMZN,0001018724
0001127602-20-013168,2020-04-03,4,,,,34391,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT,AMZN,0001018724
0000899243-20-006953,2020-03-04,4,,,,4677,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION,AMZN,0001018724
0000899243-20-005756,2020-02-25,4,,,,20044,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION,AMZN,0001018724
0000899243-20-005753,2020-02-25,4,,,,6268,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION,AMZN,0001018724
0000899243-20-005183,2020-02-19,4,,,,52930,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION,AMZN,0001018724
0001127602-20-006607,2020-02-19,4,,,,38343,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT,AMZN,0001018724
0001127602-20-006605,2020-02-19,4,,,,23604,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT,AMZN,0001018724
0001127602-20-006603,2020-02-19,4,,,,14130,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT,AMZN,0001018724
0001127602-20-006599,2020-02-19,4,,,,28487,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT,AMZN,0001018724
0001127602-20-006595,2020-02-19,4,,,,17463,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT,AMZN,0001018724
0001127602-20-006587,2020-02-19,4,,,,6692,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT,AMZN,0001018724
0001127602-20-006568,2020-02-19,4,,,,6822,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT,AMZN,0001018724
0001127602-20-006565,2020-02-19,4,,,,6750,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT,AMZN,0001018724
0001127602-20-004907,2020-02-11,4,,,,4266,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT,AMZN,0001018724
0000899243-20-003658,2020-02-07,4,,,,53080,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION,AMZN,0001018724
0000899243-20-003505,2020-02-06,4,,,,47402,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION,AMZN,0001018724
0000899243-20-003503,2020-02-06,4,,,,58687,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION,AMZN,0001018724
0001127602-20-003834,2020-02-05,4,,,,17714,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT,AMZN,0001018724
0000899243-20-002855,2020-02-04,4,,,,8346,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION,AMZN,0001018724
0000899243-20-002849,2020-02-04,4,,,,41890,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION,AMZN,0001018724
0000899243-20-002843,2020-02-04,4,,,,57951,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION,AMZN,0001018724
0000899243-20-002831,2020-02-04,4,,,,58697,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION,AMZN,0001018724
0001127602-20-001164,2020-01-06,4,,,,4989,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT,AMZN,0001018724
0000899243-19-030277,2019-12-31,4,,,,6803,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION,AMZN,0001018724
0000899243-19-030177,2019-12-30,4,,,,8571,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION,AMZN,0001018724
0001127602-19-034283,2019-12-04,4,,,,4317,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT,AMZN,0001018724
0001127602-19-033678,2019-11-25,4,,,,4510,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT,AMZN,0001018724
0000899243-19-027990,2019-11-22,4,,,,21999,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION,AMZN,0001018724
0000899243-19-027600,2019-11-19,4,,,,38052,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION,AMZN,0001018724
0001127602-19-033274,2019-11-19,4,,,,32033,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT,AMZN,0001018724
0001127602-19-033267,2019-11-19,4,,,,28192,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT,AMZN,0001018724
0001127602-19-033257,2019-11-19,4,,,,14130,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT,AMZN,0001018724
0001127602-19-033253,2019-11-19,4,,,,22932,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT,AMZN,0001018724
0001127602-19-033250,2019-11-19,4,,,,29337,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT,AMZN,0001018724
0001127602-19-033247,2019-11-19,4,,,,6708,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT,AMZN,0001018724
0001127602-19-033245,2019-11-19,4,,,,6706,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT,AMZN,0001018724
0001127602-19-033238,2019-11-19,4,,,,6741,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT,AMZN,0001018724
0001127602-19-033234,2019-11-19,4,,,,6731,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT,AMZN,0001018724
0001127602-19-032752,2019-11-14,4,,,,6040,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT,AMZN,0001018724
0000899243-19-026347,2019-10-30,4,,,,4586,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION,AMZN,0001018724
0001127602-19-030288,2019-10-08,4,,,,4990,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT,AMZN,0001018724
0000899243-19-023653,2019-09-16,4,,,,15176,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION,AMZN,0001018724
0001127602-19-028286,2019-09-12,4,,,,5213,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT,AMZN,0001018724
0001127602-19-028283,2019-09-12,4,,,,5248,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT,AMZN,0001018724
0001127602-19-028280,2019-09-12,4,,,,5238,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT,AMZN,0001018724
0001127602-19-028276,2019-09-12,4,,,,5216,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT,AMZN,0001018724
0000899243-19-022852,2019-09-05,4,,,,24686,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION,AMZN,0001018724
0001127602-19-027798,2019-09-03,4,,,,28436,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT,AMZN,0001018724
0000899243-19-022560,2019-08-28,4,,,,30295,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION,AMZN,0001018724
0000899243-19-022335,2019-08-22,4,,,,18830,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION,AMZN,0001018724
0001127602-19-027254,2019-08-22,4,,,,4307,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT,AMZN,0001018724
0000899243-19-022080,2019-08-19,4,,,,41958,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION,AMZN,0001018724
0001127602-19-027022,2019-08-19,4,,,,36981,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT,AMZN,0001018724
0001127602-19-027018,2019-08-19,4,,,,14127,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT,AMZN,0001018724
0001127602-19-027014,2019-08-19,4,,,,21810,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT,AMZN,0001018724
0001127602-19-027009,2019-08-19,4,,,,34775,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT,AMZN,0001018724
0001127602-19-027003,2019-08-19,4,,,,12906,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT,AMZN,0001018724
0001127602-19-027000,2019-08-19,4,,,,6682,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT,AMZN,0001018724
0001018724-19-000085,2019-08-05,4,,,,50319,0,0,xslF345X03/wf-form4_156504122281502.xml,FORM 4,AMZN,0001018724
0001018724-19-000083,2019-08-05,4,,,,53626,0,0,xslF345X03/wf-form4_156504082729937.xml,FORM 4,AMZN,0001018724
0001018724-19-000079,2019-07-31,4,,,,21802,0,0,xslF345X03/wf-form4_156462152514345.xml,FORM 4,AMZN,0001018724
0001018724-19-000077,2019-07-31,4,,,,53462,0,0,xslF345X03/wf-form4_156462132875474.xml,FORM 4,AMZN,0001018724
0001018724-19-000075,2019-07-31,4,,,,54255,0,0,xslF345X03/wf-form4_156462105125520.xml,FORM 4,AMZN,0001018724
0001018724-19-000067,2019-07-12,4,,,,5364,0,0,xslF345X03/wf-form4_156297228708389.xml,FORM 4,AMZN,0001018724
0001018724-19-000065,2019-07-12,4,,,,4619,0,0,xslF345X03/wf-form4_156297190069473.xml,FORM 4,AMZN,0001018724
0000899243-19-014350,2019-05-22,4,,,,16879,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION,AMZN,0001018724
0000899243-19-014045,2019-05-17,4,,,,49763,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION,AMZN,0001018724
0001018724-19-000059,2019-05-17,4,,,,40431,0,0,xslF345X03/wf-form4_155813188022466.xml,FORM 4,AMZN,0001018724
0001018724-19-000057,2019-05-17,4,,,,12922,0,0,xslF345X03/wf-form4_155813153325446.xml,FORM 4,AMZN,0001018724
0001018724-19-000055,2019-05-17,4,,,,6583,0,0,xslF345X03/wf-form4_155813118066611.xml,FORM 4,AMZN,0001018724
0001018724-19-000051,2019-05-17,4,,,,21515,0,0,xslF345X03/wf-form4_155813067082831.xml,FORM 4,AMZN,0001018724
0001018724-19-000049,2019-05-17,4,,,,14087,0,0,xslF345X03/wf-form4_155813037931156.xml,FORM 4,AMZN,0001018724
0001018724-19-000047,2019-05-17,4,,,,17277,0,0,xslF345X03/wf-form4_155813003168776.xml,FORM 4,AMZN,0001018724
0000899243-19-013816,2019-05-16,4,,,,14929,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION,AMZN,0001018724
0000899243-19-013070,2019-05-10,4,,,,22733,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION,AMZN,0001018724
0000899243-19-012053,2019-05-03,4,,,,26139,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION,AMZN,0001018724
0000899243-19-008885,2019-03-25,4,,,,26633,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION,AMZN,0001018724
0001018724-19-000039,2019-03-04,4,,,,6264,0,0,xslF345X03/wf-form4_155174466397786.xml,FORM 4,AMZN,0001018724
0000899243-19-004903,2019-02-26,4,,,,13223,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION,AMZN,0001018724
0000899243-19-004734,2019-02-25,4,,,,24432,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION,AMZN,0001018724
0001018724-19-000037,2019-02-25,4,,,,5453,0,0,xslF345X03/wf-form4_155113402252786.xml,FORM 4,AMZN,0001018724
0001018724-19-000033,2019-02-21,4,,,,6213,0,0,xslF345X03/wf-form4_155078876323812.xml,FORM 4,AMZN,0001018724
0001018724-19-000031,2019-02-20,4,,,,34334,0,0,xslF345X03/wf-form4_155070411852791.xml,FORM 4,AMZN,0001018724
0001018724-19-000030,2019-02-20,4,,,,26416,0,0,xslF345X03/wf-form4_155070408159447.xml,FORM 4,AMZN,0001018724
0001018724-19-000029,2019-02-20,4,,,,17843,0,0,xslF345X03/wf-form4_155070404028062.xml,FORM 4,AMZN,0001018724
0001018724-19-000028,2019-02-20,4,,,,22872,0,0,xslF345X03/wf-form4_155070400076828.xml,FORM 4,AMZN,0001018724
0001018724-19-000027,2019-02-20,4,,,,6995,0,0,xslF345X03/wf-form4_155070396274208.xml,FORM 4,AMZN,0001018724
0001018724-19-000026,2019-02-20,4,,,,18705,0,0,xslF345X03/wf-form4_155070392679360.xml,FORM 4,AMZN,0001018724
0001018724-19-000025,2019-02-20,4,,,,6867,0,0,xslF345X03/wf-form4_155070388595525.xml,FORM 4,AMZN,0001018724
0000899243-19-004291,2019-02-20,4,,,,16850,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION,AMZN,0001018724
0000899243-19-003371,2019-02-12,4,,,,4634,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION,AMZN,0001018724
0001018724-19-000017,2019-02-08,4,,,,6237,0,0,xslF345X03/wf-form4_154966552277581.xml,FORM 4,AMZN,0001018724
0001018724-19-000014,2019-02-04,4,,,,5609,0,0,xslF345X03/wf-form4_154931921000629.xml,FORM 4,AMZN,0001018724
0001018724-19-000013,2019-02-04,4,,,,5533,0,0,xslF345X03/wf-form4_154931831971487.xml,FORM 4,AMZN,0001018724
0001018724-18-000200,2018-11-30,4,,,,4709,0,0,xslF345X03/wf-form4_154361284108774.xml,FORM 4,AMZN,0001018724
0001018724-18-000197,2018-11-21,4,,,,20167,0,0,xslF345X03/wf-form4_154283587114063.xml,FORM 4,AMZN,0001018724
0001018724-18-000196,2018-11-21,4,,,,26835,0,0,xslF345X03/wf-form4_154283584695933.xml,FORM 4,AMZN,0001018724
0001018724-18-000193,2018-11-19,4,,,,35963,0,0,xslF345X03/wf-form4_154266578066067.xml,FORM 4,AMZN,0001018724
0001018724-18-000192,2018-11-19,4,,,,33798,0,0,xslF345X03/wf-form4_154266575776270.xml,FORM 4,AMZN,0001018724
0001018724-18-000191,2018-11-19,4,,,,18273,0,0,xslF345X03/wf-form4_154266572990049.xml,FORM 4,AMZN,0001018724
0001018724-18-000190,2018-11-19,4,,,,17846,0,0,xslF345X03/wf-form4_154266570851100.xml,FORM 4,AMZN,0001018724
0001018724-18-000189,2018-11-19,4,,,,33836,0,0,xslF345X03/wf-form4_154266567738007.xml,FORM 4,AMZN,0001018724
0001018724-18-000188,2018-11-19,4,,,,18706,0,0,xslF345X03/wf-form4_154266565120613.xml,FORM 4,AMZN,0001018724
0001018724-18-000187,2018-11-19,4,,,,13628,0,0,xslF345X03/wf-form4_154266562898148.xml,FORM 4,AMZN,0001018724
0001018724-18-000186,2018-11-19,4,,,,6883,0,0,xslF345X03/wf-form4_154266560780547.xml,FORM 4,AMZN,0001018724
0001018724-18-000185,2018-11-19,4,,,,6918,0,0,xslF345X03/wf-form4_154266558479184.xml,FORM 4,AMZN,0001018724
0001018724-18-000184,2018-11-19,4,,,,6908,0,0,xslF345X03/wf-form4_154266556367105.xml,FORM 4,AMZN,0001018724
0001018724-18-000183,2018-11-19,4,,,,6857,0,0,xslF345X03/wf-form4_154266553931984.xml,FORM 4,AMZN,0001018724
0001018724-18-000171,2018-11-16,4,,,,6239,0,0,xslF345X03/wf-form4_154240418955380.xml,FORM 4,AMZN,0001018724
0001018724-18-000169,2018-11-06,4,,,,6217,0,0,xslF345X03/wf-form4_154154770824370.xml,FORM 4,AMZN,0001018724
0001018724-18-000167,2018-10-31,4,,,,12897,0,0,xslF345X03/wf-form4_154103396644504.xml,FORM 4,AMZN,0001018724
0001018724-18-000166,2018-10-31,4,,,,52903,0,0,xslF345X03/wf-form4_154103378095930.xml,FORM 4,AMZN,0001018724
0001018724-18-000165,2018-10-31,4,,,,10832,0,0,xslF345X03/wf-form4_154103354870193.xml,FORM 4,AMZN,0001018724
0001018724-18-000153,2018-09-14,4,,,,22202,0,0,xslF345X03/wf-form4_153695569924509.xml,FORM 4,AMZN,0001018724
0001018724-18-000151,2018-09-10,4,,,,23991,0,0,xslF345X03/wf-form4_153661118024689.xml,FORM 4,AMZN,0001018724
0001018724-18-000149,2018-09-07,4,,,,28374,0,0,xslF345X03/wf-form4_153635159791371.xml,FORM 4,AMZN,0001018724
0001018724-18-000147,2018-08-31,4,,,,6090,0,0,xslF345X03/wf-form4_153574610429561.xml,FORM 4,AMZN,0001018724
0001018724-18-000142,2018-08-23,4,,,,18371,0,0,xslF345X03/wf-form4_153505531379211.xml,FORM 4,AMZN,0001018724
0001018724-18-000138,2018-08-22,4,,,,18375,0,0,xslF345X03/wf-form4_153496893061088.xml,FORM 4,AMZN,0001018724
0001018724-18-000136,2018-08-17,4,,,,33105,0,0,xslF345X03/wf-form4_153453967165918.xml,FORM 4,AMZN,0001018724
0001018724-18-000135,2018-08-17,4,,,,30944,0,0,xslF345X03/wf-form4_153453949526379.xml,FORM 4,AMZN,0001018724
0001018724-18-000134,2018-08-17,4,,,,18273,0,0,xslF345X03/wf-form4_153453930015388.xml,FORM 4,AMZN,0001018724
0001018724-18-000133,2018-08-17,4,,,,17846,0,0,xslF345X03/wf-form4_153453916611660.xml,FORM 4,AMZN,0001018724
0001018724-18-000132,2018-08-17,4,,,,32414,0,0,xslF345X03/wf-form4_153453895439822.xml,FORM 4,AMZN,0001018724
0001018724-18-000131,2018-08-17,4,,,,17522,0,0,xslF345X03/wf-form4_153453871630616.xml,FORM 4,AMZN,0001018724
0001018724-18-000130,2018-08-17,4,,,,13081,0,0,xslF345X03/wf-form4_153453849719302.xml,FORM 4,AMZN,0001018724
0001018724-18-000120,2018-08-16,4,,,,4704,0,0,xslF345X03/wf-form4_153445071210336.xml,FORM 4,AMZN,0001018724
0001018724-18-000118,2018-08-08,4,,,,4548,0,0,xslF345X03/wf-form4_153375937519216.xml,FORM 4,AMZN,0001018724
0001018724-18-000116,2018-08-06,4,,,,6211,0,0,xslF345X03/wf-form4_153358678189003.xml,FORM 4,AMZN,0001018724
0001018724-18-000115,2018-08-06,4,,,,6238,0,0,xslF345X03/wf-form4_153358663366356.xml,FORM 4,AMZN,0001018724
0001018724-18-000112,2018-08-03,4,,,,11201,0,0,xslF345X03/wf-form4_153332744153282.xml,FORM 4,AMZN,0001018724
0001018724-18-000100,2018-05-23,4,,,,13742,0,0,xslF345X03/wf-form4_152710681934440.xml,FORM 4,AMZN,0001018724
0001018724-18-000098,2018-05-22,4,,,,16343,0,0,xslF345X03/wf-form4_152702007778038.xml,FORM 4,AMZN,0001018724
0001018724-18-000096,2018-05-17,4,,,,27396,0,0,xslF345X03/wf-form4_152659240576470.xml,FORM 4,AMZN,0001018724
0001018724-18-000095,2018-05-17,4,,,,25477,0,0,xslF345X03/wf-form4_152659219233542.xml,FORM 4,AMZN,0001018724
0001018724-18-000094,2018-05-17,4,,,,18272,0,0,xslF345X03/wf-form4_152659206479432.xml,FORM 4,AMZN,0001018724
0001018724-18-000093,2018-05-17,4,,,,17845,0,0,xslF345X03/wf-form4_152659193983628.xml,FORM 4,AMZN,0001018724
0001018724-18-000092,2018-05-17,4,,,,29066,0,0,xslF345X03/wf-form4_152659179496873.xml,FORM 4,AMZN,0001018724
0001018724-18-000091,2018-05-17,4,,,,20131,0,0,xslF345X03/wf-form4_152659166198542.xml,FORM 4,AMZN,0001018724
0001018724-18-000090,2018-05-17,4,,,,6806,0,0,xslF345X03/wf-form4_152659152000035.xml,FORM 4,AMZN,0001018724
0001018724-18-000082,2018-05-08,4,,,,9918,0,0,xslF345X03/wf-form4_152581083784080.xml,FORM 4,AMZN,0001018724
0001018724-18-000080,2018-05-04,4,,,,4705,0,0,xslF345X03/wf-form4_152546475733229.xml,FORM 4,AMZN,0001018724
0001018724-18-000078,2018-05-03,4,,,,4571,0,0,xslF345X03/wf-form4_152539238498746.xml,FORM 4,AMZN,0001018724
0001018724-18-000077,2018-05-03,4,,,,9460,0,0,xslF345X03/wf-form4_152539231815316.xml,FORM 4,AMZN,0001018724
0001018724-18-000068,2018-04-03,4,,,,7926,0,0,xslF345X03/wf-form4_152279432703918.xml,FORM 4,AMZN,0001018724
0001018724-18-000067,2018-04-03,4,,,,7925,0,0,xslF345X03/wf-form4_152279420876665.xml,FORM 4,AMZN,0001018724
0001018724-18-000066,2018-04-03,4,,,,5584,0,0,xslF345X03/wf-form4_152279411284051.xml,FORM 4,AMZN,0001018724
0001018724-18-000065,2018-04-03,4,,,,5592,0,0,xslF345X03/wf-form4_152279400718071.xml,FORM 4,AMZN,0001018724
0001018724-18-000064,2018-04-03,4,,,,5582,0,0,xslF345X03/wf-form4_152279389858634.xml,FORM 4,AMZN,0001018724
0001018724-18-000063,2018-04-03,4,,,,5599,0,0,xslF345X03/wf-form4_152279377195199.xml,FORM 4,AMZN,0001018724
0001018724-18-000056,2018-03-22,4,,,,15804,0,0,xslF345X03/wf-form4_152174965722990.xml,FORM 4,AMZN,0001018724
0001018724-18-000054,2018-03-09,4,,,,8127,0,0,xslF345X03/wf-form4_152063114687283.xml,FORM 4,AMZN,0001018724
0001018724-18-000053,2018-03-09,4,,,,9166,0,0,xslF345X03/wf-form4_152063103462283.xml,FORM 4,AMZN,0001018724
0001018724-18-000050,2018-03-08,4,,,,5446,0,0,xslF345X03/wf-form4_152054554690859.xml,FORM 4,AMZN,0001018724
0001018724-18-000048,2018-03-01,4,,,,8330,0,0,xslF345X03/wf-form4_151994208997238.xml,FORM 4,AMZN,0001018724
0001018724-18-000047,2018-03-01,4,,,,18084,0,0,xslF345X03/wf-form4_151994200716343.xml,FORM 4,AMZN,0001018724
0001018724-18-000046,2018-03-01,4,,,,4703,0,0,xslF345X03/wf-form4_151994179655116.xml,FORM 4,AMZN,0001018724
0001018724-18-000042,2018-02-26,4,,,,20410,0,0,xslF345X03/wf-form4_151968035881218.xml,FORM 4,AMZN,0001018724
0001018724-18-000041,2018-02-26,4,,,,22445,0,0,xslF345X03/wf-form4_151968029550681.xml,FORM 4,AMZN,0001018724
0001018724-18-000038,2018-02-22,4,,,,4510,0,0,xslF345X03/wf-form4_151934399133050.xml,FORM 4,AMZN,0001018724
0001018724-18-000036,2018-02-21,4,,,,6085,0,0,xslF345X03/wf-form4_151925079847769.xml,FORM 4,AMZN,0001018724
0001018724-18-000034,2018-02-20,4,,,,18868,0,0,xslF345X03/wf-form4_151916922315595.xml,FORM 4,AMZN,0001018724
0001018724-18-000033,2018-02-20,4,,,,33040,0,0,xslF345X03/wf-form4_151916891745686.xml,FORM 4,AMZN,0001018724
0001018724-18-000032,2018-02-20,4,,,,41449,0,0,xslF345X03/wf-form4_151916880209399.xml,FORM 4,AMZN,0001018724
0001018724-18-000031,2018-02-20,4,,,,33754,0,0,xslF345X03/wf-form4_151916869073623.xml,FORM 4,AMZN,0001018724
0001018724-18-000030,2018-02-20,4,,,,26136,0,0,xslF345X03/wf-form4_151916841094497.xml,FORM 4,AMZN,0001018724
0001018724-18-000029,2018-02-20,4,,,,31986,0,0,xslF345X03/wf-form4_151916823762763.xml,FORM 4,AMZN,0001018724
0001018724-18-000028,2018-02-20,4,,,,9166,0,0,xslF345X03/wf-form4_151916811597082.xml,FORM 4,AMZN,0001018724
0001018724-18-000027,2018-02-20,4,,,,11527,0,0,xslF345X03/wf-form4_151916800953234.xml,FORM 4,AMZN,0001018724
0001018724-18-000026,2018-02-20,4,,,,17994,0,0,xslF345X03/wf-form4_151916783356669.xml,FORM 4,AMZN,0001018724
0001018724-18-000025,2018-02-20,4,,,,11617,0,0,xslF345X03/wf-form4_151916771212055.xml,FORM 4,AMZN,0001018724
0001018724-18-000024,2018-02-20,4,,,,6236,0,0,xslF345X03/wf-form4_151916757524115.xml,FORM 4,AMZN,0001018724
0001771340-24-000004,2024-09-25,4,,,,9079,0,0,xslF345X05/edgardoc.xml,PRIMARY DOCUMENT,TSLA,0001318605
0001972928-24-000003,2024-09-09,4,,,,8729,0,0,xslF345X05/edgardoc.xml,PRIMARY DOCUMENT,TSLA,0001318605
0000950170-24-087441,2024-07-29,4,,,,31410,0,0,xslF345X05/ownership.xml,4,TSLA,0001318605
0001972928-24-000002,2024-06-07,4,,,,8737,0,0,xslF345X05/edgardoc.xml,PRIMARY DOCUMENT,TSLA,0001318605
0001771340-24-000003,2024-06-05,4,,,,7267,0,0,xslF345X05/edgardoc.xml,PRIMARY DOCUMENT,TSLA,0001318605
0000950170-24-054842,2024-05-07,4,,,,21936,0,0,xslF345X05/ownership.xml,4,TSLA,0001318605
0001790565-24-000003,2024-04-03,4,,,,8684,0,0,xslF345X05/edgardoc.xml,PRIMARY DOCUMENT,TSLA,0001318605
0001771340-24-000002,2024-03-14,4,,,,22314,0,0,xslF345X05/edgardoc.xml,PRIMARY DOCUMENT,TSLA,0001318605
0001972928-24-000001,2024-03-07,4,,,,8963,0,0,xslF345X05/edgardoc.xml,PRIMARY DOCUMENT,TSLA,0001318605
0001790565-24-000002,2024-03-04,4,,,,8685,0,0,xslF345X05/edgardoc.xml,PRIMARY DOCUMENT,TSLA,0001318605
0001771340-24-000001,2024-02-23,4,,,,18848,0,0,xslF345X05/edgardoc.xml,PRIMARY DOCUMENT,TSLA,0001318605
0001790565-24-000001,2024-02-02,4,,,,4616,0,0,xslF345X05/edgardoc.xml,PRIMARY DOCUMENT,TSLA,0001318605
0001771340-23-000012,2023-12-18,4,,,,8860,0,0,xslF345X05/edgardoc.xml,PRIMARY DOCUMENT,TSLA,0001318605
